Boro-Block-Lot;CondoSection;Address;Neighborhood;BuildingClassification;TotalUnits;YearBuilt;GrossSqFt;EstimatedGrossIncome;GrossIncomePerSqFt;EstimatedExpense;ExpensePerSqFt;NetOperatingIncome;FullMarketValue;MarketValuePerSqFt
1-01923-7501;1894-R1;257 WEST 117 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;47;1892;87400;2072254;23.71;930810;10.65;1141444;8320999;95.21
1-01924-7501;1348-R1;163 ST NICHOLAS AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;64;2003;63252;1499705;23.71;673634;10.65;826071;6021997;95.21
1-01924-7502;1488-R1;2216 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;74;2003;59844;1418901;23.71;637339;10.65;781562;5696999;95.2
1-01924-7502;1488-R2;276 WEST 119 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;22;2004;19500;462345;23.71;207675;10.65;254670;1856000;95.18
1-01928-7503;1831-R1;252 WEST 123 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;6;1910;7739;197190;25.48;67948;8.78;129242;881001;113.84
1-01928-7503;1831-R2;256 WEST 123 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;6;1910;6601;168193;25.48;57957;8.78;110236;749101;113.48
1-01928-7506;2159-R1;2280 FREDERICK DOUGLASS B;HARLEM-CENTRAL;R4-CONDOMINIUM;89;2008;109191;3275730;30;912837;8.36;2362893;17688028;161.99
1-01929-7501;1233-R1;2292 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;10;1900;14160;335734;23.71;150804;10.65;184930;1346999;95.13
1-01929-7504;2225-R1;2300 FREDERICK DOUGLASS B;HARLEM-CENTRAL;R4-CONDOMINIUM;44;2008;55379;1160190;20.95;349995;6.32;810195;5818358;105.06
1-01930-7501;1712-R1;267 WEST 124 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;11;1910;25230;598203;23.71;268700;10.65;329503;2402001;95.2
1-01941-7501;2133-R1;239 WEST 135 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;12;2008;9741;185469;19.04;62927;6.46;122542;2039000;209.32
1-01942-7501;0887-R1;273 WEST 136 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;32;1994;35082;679889;19.38;311177;8.87;368712;2643996;75.37
1-01942-7502;1284-R1;2322 ADAM C POWELL BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;36;1933;38386;743921;19.38;340484;8.87;403437;2893001;75.37
1-01943-7501;0793-R1;352 WEST 117 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;41;1900;45436;1077288;23.71;483893;10.65;593395;4325999;95.21
1-01943-7503;1515-R1;304 WEST 117 STREET;HARLEM-CENTRAL;RR-CONDOMINIUM;95;2005;147404;2811000;19.07;1097000;7.44;1714000;8767000;59.48
1-01944-7502;1190-R1;370 WEST 118 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;49;1931;63586;1574389;24.76;356082;5.6;1218307;6779998;106.63
1-01945-7502;1391-R1;309 WEST 118 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;48;2003;108510;2572772;23.71;1155632;10.65;1417140;10331002;95.21
1-01945-7503;1556-R1;444 MANHATTAN AVENUE;HARLEM-CENTRAL;RR-CONDOMINIUM;123;2004;99275;2216811;22.33;764418;7.7;1452393;10503000;105.8
1-01945-7504;1762-R1;2187 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;93;2006;108572;2574242;23.71;1156292;10.65;1417950;10336002;95.2
1-01946-7501;1681-R1;313 WEST 119 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;54;2006;67413;1598362;23.71;717948;10.65;880414;6417998;95.2
1-01946-7502;2017-R1;454 MANHATTAN AVENUE;HARLEM-CENTRAL;RR-CONDOMINIUM;125;2007;117030;1781000;15.22;360000;3.08;1421000;9210000;78.7
1-01947-7501;1289-R1;2235 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R9-CONDOMINIUM;74;2003;93600;2219256;23.71;996840;10.65;1222416;8911000;95.2
1-01950-7501;1852-R1;258 ST NICHOLAS AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;52;2006;70212;1664727;23.71;747758;10.65;916969;6684006;95.2
1-01954-7501;2078-R1;311 WEST 127 STREET;HARLEM-CENTRAL;RR-CONDOMINIUM;39;2009;42760;1006143;23.53;362605;8.48;643538;2338500;54.69
1-01955-7501;1340-R1;368 ST NICHOLAS AVENUE;HARLEM-CENTRAL;R2-CONDOMINIUM;15;1910;23765;469121;19.74;181089;7.62;288032;1958004;82.39
1-01959-7501;1423-R1;300 WEST 135 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;170;2003;240000;5690400;23.71;2556000;10.65;3134400;22849001;95.2
1-01960-7502;0899-R1;300 WEST 137 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;28;1994;41964;813262;19.38;372221;8.87;441041;3162003;75.35
1-01988-7501;1273-R1;519 WEST 135 STREET;HARLEM-WEST;R4-CONDOMINIUM;13;2002;21862;518348;23.71;232830;10.65;285518;2080999;95.19
1-01988-7502;1565-R1;504 WEST 136 STREET;HARLEM-WEST;R4-CONDOMINIUM;29;2006;31308;742313;23.71;333430;10.65;408883;2980998;95.22
1-01995-7501;0457-R1;31 TIEMANN PLACE;MORNINGSIDE HEIGHTS;R9-CONDOMINIUM;48;1926;37103;718685;19.37;332443;8.96;386242;2769000;74.63
1-02007-7501;1922-R1;555 LENOX AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;32;1910;23822;564820;23.71;253704;10.65;311116;2267999;95.21
1-02011-7501;1979-R1;147 WEST 142 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;10;2008;11928;282813;23.71;127033;10.65;155780;1135000;95.15
1-02023-7503;0874-R1;297 WEST 137 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;28;1993;30976;600315;19.38;274757;8.87;325558;2333998;75.35
1-02025-7501;1737-R1;202 WEST 140 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;29;1926;30584;650216;21.26;221428;7.24;428788;3145998;102.86
1-02034-7501;1365-R1;255 WEST 148 STREET;HARLEM-CENTRAL;R9-CONDOMINIUM;104;1920;143389;3399753;23.71;1527093;10.65;1872660;13651000;95.2
1-02041-7502;0900-R1;300 WEST 138 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;28;1994;36188;694448;19.19;229070;6.33;465378;3338001;92.24
1-02041-7503;1716-R1;2605 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;14;1894;18306;434035;23.71;194959;10.65;239076;1743000;95.21
1-02042-7502;0974-R1;2611 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R2-CONDOMINIUM;47;1896;76584;1400721;18.29;527664;6.89;873057;6281996;82.03
1-02044-7501;1422-R1;300 WEST 145 STREET;HARLEM-CENTRAL;R9-CONDOMINIUM;128;2003;212047;5027634;23.71;2258301;10.65;2769333;20188000;95.21
1-02044-7502;1511-R1;24 BRADHURST AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;26;1920;35390;685504;19.37;317094;8.96;368410;2642000;74.65
1-02045-7501;1640-R1;68 BRADHURST AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;180;2005;204835;4856638;23.71;2181493;10.65;2675145;19500992;95.2
1-02045-7502;1717-R1;102 BRADHURST AVENUE;HARLEM-CENTRAL;R9-CONDOMINIUM;135;2005;164085;3890455;23.71;1747505;10.65;2142950;15621000;95.2
1-02045-7503;2049-R1;130 BRADHURST AVENUE;HARLEM-CENTRAL;R9-CONDOMINIUM;134;2007;161156;3821009;23.71;1716311;10.65;2104698;15343000;95.21
1-02051-7501;1327-R1;330 WEST 145 STREET;HARLEM-CENTRAL;R9-CONDOMINIUM;77;2001;91858;2177953;23.71;978288;10.65;1199665;8745000;95.2
1-02066-7501;0561-R1;443 WEST 151 STREET;HARLEM-UPPER;R2-CONDOMINIUM;38;1926;25050;560870;22.39;198897;7.94;361973;2646002;105.63
1-02067-7501;1823-R1;469 WEST 152 STREET;HARLEM-UPPER;R4-CONDOMINIUM;6;1920;6390;123774;19.37;57254;8.96;66520;476001;74.49
1-02067-7501;1823-R2;479 WEST 152 STREET;HARLEM-UPPER;R4-CONDOMINIUM;20;1920;17565;340234;19.37;157382;8.96;182852;1311001;74.64
1-02079-7501;1490-R1;529 WEST 147 STREET;HARLEM-UPPER;R4-CONDOMINIUM;12;2005;12000;284520;23.71;127800;10.65;156720;1142004;95.17
1-02090-7501;1832-R1;660 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;54;1908;30886;598262;19.37;276739;8.96;321523;2305012;74.63
1-02090-7502;2015-R1;668 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;64;1907;43135;835525;19.37;386490;8.96;449035;3220000;74.65
1-02092-7501;1897-R1;680 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;25;1926;24132;467437;19.37;216223;8.96;251214;1800999;74.63
1-02093-7501;1896-R1;690 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;35;1920;30441;589642;19.37;272751;8.96;316891;2272000;74.64
1-02094-7501;1673-R1;706 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;50;1913;86020;1666207;19.37;770739;8.96;895468;6421002;74.65
1-02094-7502;2100-R1;700 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;36;1920;38578;747256;19.37;345659;8.96;401597;1650003;42.77
1-02095-7501;1710-R1;608 WEST 149 STREET;HARLEM-UPPER;R4-CONDOMINIUM;49;2005;67805;1467300;21.64;444801;6.56;1022499;7495006;110.54
1-02096-7501;1680-R1;725 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;74;1912;107100;2074527;19.37;959616;8.96;1114911;7993998;74.64
1-02122-7501;1873-R1;540 WEST 163 STREET;WASHINGTON HEIGHTS LOWER;R4-CONDOMINIUM;13;2008;22052;525000;23.81;135000;6.12;390000;2827999;128.24
1-02134-7501;1833-R1;801 RIVERSIDE DRIVE;WASHINGTON HEIGHTS LOWER;R4-CONDOMINIUM;48;1920;52476;960836;18.31;484353;9.23;476483;3428002;65.33
1-02134-7502;1909-R1;779 RIVERSIDE DRIVE;WASHINGTON HEIGHTS LOWER;R4-CONDOMINIUM;93;1930;97650;1581930;16.2;895451;9.17;686479;4673994;47.86
1-02134-7503;2059-R1;807 RIVERSIDE DRIVE;WASHINGTON HEIGHTS LOWER;R4-CONDOMINIUM;53;1900;58230;676633;11.62;362191;6.22;314442;1693970;29.09
1-02136-7501;1946-R1;812 RIVERSIDE DRIVE;WASHINGTON HEIGHTS LOWER;R4-CONDOMINIUM;41;1920;51426;886584;17.24;488033;9.49;398551;2877999;55.96
1-02164-7501;0769-R1;4260 BROADWAY;WASHINGTON HEIGHTS UPPER;R4-CONDOMINIUM;113;1969;109752;2370643;21.6;1162274;10.59;1208369;8769541;79.9
1-02179-7501;0448-R1;255 CABRINI BOULEVARD;WASHINGTON HEIGHTS UPPER;R4-CONDOMINIUM;79;1937;101844;2322043;22.8;809660;7.95;1512383;10988001;107.89
1-02179-7502;0648-R1;92 PINEHURST AVENUE;WASHINGTON HEIGHTS UPPER;RR-CONDOMINIUM;72;1928;72986;1124725;15.41;513092;7.03;611633;3982000;54.56
1-02179-7503;1362-R1;340 CABRINI BOULEVARD;WASHINGTON HEIGHTS UPPER;R4-CONDOMINIUM;20;2002;22838;681714;29.85;282506;12.37;399208;2991000;130.97
1-02180-7501;0699-R1;1 BENNETT AVENUE;WASHINGTON HEIGHTS UPPER;R9-CONDOMINIUM;65;1950;55522;1075461;19.37;497477;8.96;577984;4144000;74.64
1-02180-7503;1451-R1;736 WEST 187 STREET;WASHINGTON HEIGHTS UPPER;R4-CONDOMINIUM;56;2003;75765;2124451;28.04;934182;12.33;1190269;8567994;113.09
1-02221-7501;0557-R1;571 ACADEMY STREET;INWOOD;R4-CONDOMINIUM;89;1925;76970;1029089;13.37;525705;6.83;503384;3338998;43.38
1-02248-7501;1893-R1;175 PAYSON AVENUE;INWOOD;R4-CONDOMINIUM;12;2006;10950;236520;21.6;115961;10.59;120559;884000;80.73
